Date,AAPL,GOOG,MSFT
2024-10-01,225.162109375,167.68609619140625,417.5552062988281
2024-10-02,225.7294464111328,166.58091735839844,414.021728515625
2024-10-03,224.6245880126953,166.4813690185547,413.4361267089844
2024-10-04,225.74935913085935,167.82546997070312,412.959716796875
2024-10-07,220.66302490234372,163.6736602783203,406.48828125
2024-10-08,224.72412109375,164.97793579101562,411.6197509765625
2024-10-09,228.47666931152344,162.3494415283203,414.3492431640625
2024-10-10,227.9789886474609,162.4689178466797,412.7413024902344
2024-10-11,226.49588012695312,163.80308532714844,413.2177734375
2024-10-14,230.228515625,165.6251220703125,416.0167236328125
2024-10-15,232.76670837402344,166.17269897460938,415.6196899414063
2024-10-16,230.70626831054688,166.013427734375,413.0192260742188
2024-10-17,231.07456970214844,163.79312133789062,413.6147766113281
2024-10-18,233.91134643554688,164.33078002929688,415.0440368652344
2024-10-21,235.384521484375,165.0775146484375,415.659423828125
2024-10-22,234.7674102783203,166.09307861328125,424.3243713378906
2024-10-23,229.6909942626953,163.76324462890625,421.4360656738281
2024-10-24,229.5019073486328,163.81304931640625,421.5650939941406
2024-10-25,230.3380126953125,166.26231384277344,424.9595947265625
2024-10-28,232.3187713623047,167.60643005371094,423.4112243652344
2024-10-29,232.5875244140625,170.39422607421875,428.7312927246094
2024-10-30,229.03407287597656,175.3724365234375,429.3069763183594
2024-10-31,224.8634796142578,171.93748474121094,403.3220520019531
2024-11-01,221.87738037109372,171.89764404296875,407.3121032714844
2024-11-04,220.9815368652344,169.93624877929688,405.4163208007813
2024-11-05,222.4148712158203,170.66305541992188,408.3939514160156
2024-11-06,221.68826293945312,177.55291748046875,417.0489807128906
2024-11-07,226.4261932373047,181.48568725585935,422.2598571777344
2024-11-08,226.15716552734372,179.0762481689453,419.3913879394531
2024-11-11,223.4368133544922,181.1770477294922,414.8951721191406
2024-11-12,223.4368133544922,182.5211639404297,419.8777465820313
2024-11-13,224.3236541748047,179.70350646972656,422.0315856933594
2024-11-14,227.4127197265625,176.57717895507812,423.7090148925781
2024-11-15,224.2041015625,173.1322479248047,411.9075927734375
2024-11-18,227.2134246826172,176.02957153320312,412.6619262695313
2024-11-19,227.47247314453125,178.79745483398438,414.67681884765625
2024-11-20,228.18995666503903,176.55726623535156,412.3939208984375
2024-11-21,227.71165466308597,168.5025177001953,410.61370849609375
2024-11-22,229.05685424804688,165.84414672851562,414.7211608886719
2024-11-25,232.04624938964844,168.69168090820312,416.5013732910156
2024-11-26,234.228515625,169.87649536132812,425.6510925292969
2024-11-27,234.0989532470703,170.0756378173828,420.6784057617188
2024-11-29,236.4904937744141,169.74708557128906,421.1458435058594
2024-12-02,238.7424774169922,172.22622680664062,428.624755859375
2024-12-03,241.79165649414065,172.26605224609375,428.8435363769531
2024-12-04,242.150390625,175.32264709472656,435.0295715332031
2024-12-05,242.18028259277344,173.5504150390625,440.2011413574219
2024-12-06,241.98098754882807,175.72093200683594,441.1459655761719
2024-12-09,245.8771514892578,176.5283203125,443.5825500488281
2024-12-10,246.8935394287109,185.9278717041016,440.9072570800781
2024-12-11,245.6180877685547,196.07501220703125,446.5363464355469
2024-12-12,247.08287048339844,193.0049591064453,447.1032409667969
2024-12-13,247.25228881835935,190.76220703125,444.8257141113281
2024-12-16,250.15196228027344,197.52032470703125,449.12213134765625
2024-12-17,252.58334350585935,196.4836883544922,451.9764099121094
2024-12-18,247.1725616455078,189.5361785888672,434.9997253417969
2024-12-19,248.9063873291016,189.08763122558597,434.6416931152344
2024-12-20,253.5897674560547,192.33712768554688,434.2140808105469
2024-12-23,254.36700439453125,195.3573455810547,432.8714294433594
2024-12-24,257.28668212890625,196.93223571777344,436.9291076660156
2024-12-26,258.1037292480469,196.4637451171875,435.7157897949219
2024-12-27,254.6858673095703,193.4136199951172,428.17718505859375
2024-12-30,251.3078765869141,192.06797790527344,422.5083618164063
2024-12-31,249.5341796875,189.8252410888672,419.1965637207031
2025-01-02,242.9874267578125,190.0146331787109,416.2925109863281
2025-01-03,242.4991607666016,192.50657653808597,421.0364685058594
2025-01-06,244.1333465576172,197.32098388671875,425.5118713378906
2025-01-07,241.35321044921875,196.07501220703125,420.0617980957031
2025-01-08,241.8414764404297,194.75927734375,422.2398071289063
2025-01-10,236.0121917724609,192.54641723632807,416.6605224609375
2025-01-13,233.5708465576172,191.66928100585935,414.9101257324219
2025-01-14,232.45480346679688,190.4332733154297,413.3984375
