Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Date,,,,,,,,,,,,,,,
2025-03-20,213.5772247314453,164.7046356201172,385.4974060058594,216.9589465476154,166.6804882029944,390.4302384005767,211.70181037410745,162.79862864414542,381.9497639905121,213.46749271646212,163.48219284410166,384.40121765018193,48862900,19981500,18470500
2025-03-21,217.73704528808594,165.90213012695312,389.9020690917969,218.30564558008663,166.12167100602187,390.38038369901005,210.76410758323678,162.68886659897697,381.47140919973003,211.0434226778215,163.0381403320938,381.8899648927027,94127800,29882100,39675900
2025-03-24,220.19102478027344,169.5744171142578,391.7157287597656,220.93919345594836,170.14323170803982,394.02768406346627,218.04628066528426,167.0896371412489,388.45708885622673,220.460369765545,168.91081531503914,394.02768406346627,44299500,18742800,21004500
2025-03-25,223.2036590576172,172.42843627929688,393.7885437011719,223.55281053469957,172.54819553776656,394.98436068056907,219.54262209652958,170.19313314600385,391.2773006739415,220.23093972638688,170.82180453881222,392.552857032296,34493600,13841600,15775000
2025-03-26,220.98907470703125,166.79025268554688,388.6165466308594,224.47055842890478,171.58021155127406,393.93800963918454,219.93166541277708,166.5118295600408,387.2214116418782,222.9642357514217,170.94155138430105,393.6290879777552,34466100,22498000,16108400
2025-03-27,223.3034210205078,163.73666381835938,389.2243957519531,224.4406368200556,167.08963361496558,390.87863801869304,220.02144584411215,163.50714935773365,386.05543991632794,220.84942102067788,166.36116540619523,388.7759758195498,37094800,21571200,13766800
2025-03-28,217.36793518066406,155.7334442138672,377.48529052734375,223.26350805320467,163.46722744812823,387.77945533191945,217.1484711493609,155.01395983965068,375.6217855831935,221.12873402087155,162.02026459805788,386.7330813092454,39818600,34866500,21632000
2025-03-31,221.58761596679688,155.90309143066406,374.087158203125,225.06908447075043,156.80121735692813,375.761320171641,215.7020132379398,151.89151406467764,365.96541986866765,216.48010744476517,154.4860645445433,371.2470435423123,65299300,33591600,35184700
2025-04-01,222.64503479003906,158.54754638671875,380.863525390625,223.13382860511078,159.74503232559243,381.52123836039385,218.3655012478301,154.93013174681002,371.93463161723514,219.27328293515097,154.97503575649606,373.34968615477356,36412700,20111400,19689500
2025-04-02,223.34332275390625,158.527587890625,380.813720703125,224.64015156252358,159.93962031962053,383.74348886180815,220.48033536050963,156.20246156153843,375.3128595122782,220.7796058888877,156.63156970946335,376.6581801475031,35905900,17113300,16092600
2025-04-03,202.69384765625,152.3106231689453,371.8150329589844,206.98335084549154,154.3633104450107,376.16989155085776,200.75858236471802,151.86155262256625,368.06810346654436,205.0381002304481,152.5151960290634,373.4892252977989,103419000,28416100,30198000
2025-04-04,187.92002868652344,147.4308624267578,358.5910949707031,199.39194860307396,152.7696585204793,373.28990195338014,186.88255957870848,147.23126874135036,358.2323590249941,193.4165691841804,149.58633109667096,362.86621412703136,125910900,39832200,49209900
2025-04-07,181.0169219970703,148.92771911621094,356.61798095703125,193.6759230716255,154.60579993715052,369.7123913004176,174.19361217758157,142.3614860124179,343.5933653790687,176.76731422169505,143.08995421575065,349.66222551139305,160466300,47823000,50425000
2025-04-08,171.9989776611328,146.27328491210938,353.3294372558594,189.8752182218586,154.11683856421288,372.35317854006513,168.79682446290911,144.90615649348965,349.0343982710952,186.24410709579757,153.25364308480528,366.98190125867967,120859500,35304400,35868900
2025-04-09,198.3644561767578,160.72299194335938,389.1347351074219,200.1201531468693,161.5312946445726,391.8652461990382,171.47028013366514,145.50490139145467,351.8745186247924,171.53013119082922,146.02381759510635,352.3129939705509,184395900,46479500,50199700
2025-04-10,189.9550323486328,155.04489135742188,380.0264587402344,194.30438674913324,159.69514420046266,382.56759631800514,182.553152263757,151.88152624733968,366.5234683324548,188.60833789927736,158.42779734691703,380.7339860356081,121880000,35270500,38024400
2025-04-11,197.66615295410156,159.0664520263672,387.101806640625,199.05275825525484,159.52549618373823,388.6962291414208,185.60567786476867,155.2594476417932,377.57498926356885,185.64558871717136,155.2594476417932,379.3189154840166,87435900,22582000,23839200
2025-04-14,202.02549743652344,161.13214111328125,386.4640197753906,212.42005238891582,163.68678212859385,393.28027643878613,200.66881763194172,159.5853812905667,382.8765082652718,210.9237150406947,161.97037984139416,391.8552468593249,101352900,18255900,19251200
2025-04-15,201.6464080810547,158.34796142578125,384.3912658691406,203.01305790446213,161.71092019595181,390.5298901348079,199.3121256140358,157.3151386924203,382.82670753665025,201.36709301089155,161.2319288394032,387.16161616456134,51343900,15690800,17199900
2025-04-16,193.79563903808594,155.17462158203125,370.32025146484375,200.2099310657198,157.84900646503428,380.2855448116978,191.9002692932641,153.58795225695732,366.72279516422714,197.8756484915953,155.1446855741514,379.34883521582236,59732400,16921500,21967800
2025-04-17,196.4990234375,153.0391082763672,366.5035400390625,198.34451232255947,156.74135212697948,373.02085009277744,193.9452767059697,150.58424891052354,365.61664478749583,196.71848747425943,156.28230793676562,372.45282110026085,52164700,19513400,21120200
2025-04-21,192.6883544921875,149.54641723632812,357.87359619140625,193.3267911609043,150.7439031803643,363.21500903617533,189.34652827875263,148.08946559939653,354.43558836453434,192.79808650813246,150.64910075055403,361.5607667541322,46742500,16147800,20807300
2025-04-22,199.25228881835938,153.5779571533203,365.5469055175781,201.097762433896,154.28647817349793,366.4935901583944,195.49148998245192,150.55429866627406,358.611039306251,195.64111763020085,150.75389234645476,362.1188421014038,52976400,15910300,19485000
2025-04-23,204.1004180908203,157.38998413085938,373.09063720703125,207.49210995336898,159.68517460141064,379.069813295219,202.30481024884085,156.0228556241092,371.7253664544321,205.49699351150966,157.57958900662848,374.75482418771264,52929200,18575700,20545500
2025-04-24,207.8612060546875,161.13214111328125,385.9557800292969,208.32008954356945,161.3716444185399,387.10181303671203,202.44447210591895,157.75920855848113,373.8878249819962,204.38970763388747,158.19329592743742,374.3960646492269,47311000,30787500,22232300
2025-04-25,208.76898193359375,163.50714111328125,390.4900207519531,209.2378355121778,167.88795419202464,390.79894240871675,205.69650080604464,162.65891369346122,383.2651831703409,205.86608387594285,166.75034031269075,385.65684745985266,38222300,35148100,18973200
2025-04-28,209.62689208984375,162.08013916015625,389.80242919921875,210.98357193193158,164.60484399235878,391.37693221129894,206.95344326011445,160.04441449921725,385.2981274275963,209.48723454234343,163.91628536051073,390.59964052478745,38743100,20871200,16579400
2025-04-29,210.6942901611328,161.72088623046875,392.67242431640625,211.72177396764008,162.3395840048771,393.7287429695286,207.86121308906752,159.05647504559602,389.02512333213684,208.18043904370694,161.70591822711566,389.9419132819562,36827600,15955200,14974000
2025-04-30,211.9811248779297,160.55332946777344,393.88818359375,213.0584895980106,161.0363102187278,395.2833185411371,206.16535854293033,156.82614452258727,383.10572919383554,208.78894157113288,159.5254860095647,388.94537633492024,52286500,20639500,36461100
2025-05-01,212.79913330078125,162.44935607910156,423.9235534667969,214.0360957896086,163.59695884625,435.47332427713997,208.3899124386699,160.59324751027046,423.4252888222868,208.56948083895412,162.17993201602457,429.6137271918364,57365700,21904300,58938100
2025-05-02,204.8485870361328,165.46304321289062,433.769287109375,206.48458191182934,166.3511802953172,437.91485278651635,201.66637387157866,163.31754813877285,428.49763841940904,205.58677037884885,164.60983654805946,430.2415647531947,101010600,16844900,30757400
2025-05-05,198.40435791015625,165.70254516601562,434.65618896484375,203.60164304236298,166.75035109742606,437.97461808249534,197.72602561272546,164.12584947218224,430.6102521137275,202.6040848015313,164.1707534829321,431.367624097433,69018500,15309300,20136100
2025-05-06,198.02528381347656,164.8543243408203,431.8061218261719,200.1600578713198,166.39111049603875,436.2107948487266,196.538931754607,162.7886636287067,429.6735648726689,197.72602851406054,163.61692872306404,430.6999888667604,51216500,10691900,15104200
2025-05-07,195.7707977294922,152.4802703857422,431.8459777832031,198.95301083885846,166.64058037151528,436.5994115910065,192.77812311451905,149.1771989680043,429.6137314736212,198.6836658614824,165.7225072906682,432.3342674079582,68536700,78729800,23295300
2025-05-08,197.00778198242188,155.42410278320312,436.6492614746094,199.56152863729463,157.08063299058793,442.1301726837614,194.20463054641704,153.7775613966295,434.147963172883,197.2372161152265,155.59374524152167,436.41007376009867,50478900,38387500,23491300
2025-05-09,198.0452423095703,154.0569610595703,437.2073059082031,200.0503289543839,156.10265920444155,439.21030909915044,197.05765414160055,153.5081089022484,434.3671913522403,198.51409591462888,155.22451097958617,438.4728871570268,36453900,22871000,15324200
2025-05-12,210.55104064941406,159.24607849121094,447.7007751464844,211.03050749278242,160.10427953850458,447.8103787748487,206.5156271207593,157.55961240306388,438.2536661790282,210.7308445260501,158.767087161307,444.39229048229146,63775800,31884900,22821900
2025-05-13,212.68861389160156,160.55332946777344,447.5812072753906,213.1580823159532,161.72087936029618,449.1058959658508,208.76307628033234,157.25025823538817,443.8142971336702,210.19144790738707,159.5853580204337,446.22591154405814,51909300,24944300,23618800
2025-05-14,212.08929443359375,166.4609375,451.36798095703125,213.69746987061376,167.98773466385796,452.32464056421765,210.34127831689767,160.59323688479117,446.5846525094385,212.18917192393894,160.9724465842897,446.5846525094385,49325800,31769200,19902800
2025-05-15,211.21029663085938,165.05389404296875,452.3863220214844,212.71859464512332,167.15947947237044,455.44129747226026,209.30245815432872,163.49716078272107,449.6907411096269,210.71086343228015,166.79025857078503,450.0301794411029,45029500,22717600,21992300
2025-05-16,211.0205078125,167.07965087890625,453.5244445800781,212.32903558469047,170.2929143521152,453.6142932166669,209.53220664773164,166.60065952676607,447.99355872232604,212.11926693678467,168.5765121778473,451.30808680840903,54737900,36271400,23849800
2025-05-19,208.54331970214844,167.5187225341797,458.11688232421875,209.24252311349682,167.59855695920197,458.83570185482216,204.02843943795537,165.06885786199535,450.0601197660991,207.67431083672193,165.36823314911408,450.14000552921704,46140500,21374700,21336500
2025-05-20,206.62550354003906,164.97409057617188,457.4180603027344,208.2336790492342,169.32495306366755,457.58776423526933,204.79757620413463,163.9162957370762,453.57437286704067,207.4345828831543,167.4089723124178,454.8422775622727,42496600,33563300,15441800
2025-05-21,201.86090087890625,169.7041473388672,451.8272399902344,206.80528635778637,174.1647950905629,457.02868069868646,200.4824756537251,164.54496738120505,451.06847756848606,204.93741112479617,164.60483939502217,453.8239575485261,59211800,45567600,19216900
2025-05-22,201.13172912597656,171.62013244628906,454.11346435546875,202.52015274475195,177.75727288119202,459.49463285512667,199.4736073247078,171.52035082957954,453.1550484484722,200.48247209416806,172.98727611426764,454.2033434579146,46742400,45024100,18025600
2025-05-23,195.04864501953125,169.23513793945312,449.441162109375,197.4758830409797,170.84676411617667,452.94541128469075,193.24069928507132,168.90582662036127,448.17325738802526,193.45045269257122,169.92369658602146,449.24150862772166,78432900,24963600,16883500
2025-05-27,199.98304748535156,173.61593627929688,459.93389892578125,200.51244545494848,173.92528515676113,460.19348195260824,197.20618488735448,170.8517435680547,455.3713920868909,198.07520901450675,170.9415515853457,455.7308170830738,56288500,24341300,20974300
2025-05-28,200.1927947998047,173.0172119140625,456.609375,202.50017366149785,176.1107161118287,461.7609101640183,199.67338002302156,172.65297018501624,456.1800880198718,200.36260025266836,173.61594729418155,460.4630558858422,45339700,25999200,17086300
2025-05-29,199.72332763671875,172.5980987548828,457.9272155761719,203.57895243464628,175.0329804174553,460.9622349154345,198.28495762525483,171.42055991285764,454.56275123248776,203.3492174371598,174.63382348309548,460.79250051058557,51396800,21174700,13974800
2025-05-30,200.622314453125,172.48831176757812,459.60443115234375,201.73105672211125,173.0770735186819,460.9222720478794,196.55692105301176,168.17234979116824,454.79236501090486,199.14398126681596,172.04923004578563,458.96549737927586,70819900,36258300,34770500
2025-06-02,201.47134399414062,170.01348876953125,461.2118225097656,201.9008644592711,170.70404207052295,461.35157690062545,199.89313329888972,168.29708672339368,456.1401731404802,200.05295557621693,168.65633401739595,456.3897628439735,35423300,24742900,16626500
2025-06-03,203.03956604003906,167.3590850830078,462.2101745605469,203.5389992121068,169.44470824759915,463.3782677615003,200.7321872237246,166.33122627831037,460.1036216507913,201.1217444882778,168.51166710695887,460.7126363614999,46381600,25386700,15743800
2025-06-04,202.590087890625,169.03555297851562,463.1086730957031,206.00620910456834,169.22515784223899,464.9256933509807,201.8709028727957,167.44388927750356,462.2600620562611,202.67998220748078,167.92787503026992,463.2384646092932,43604000,18508700,14162700
2025-06-05,200.40257263183594,169.4546661376953,466.91241455078125,204.5178973620389,171.999333247985,468.8791825139859,199.92310578136215,168.9956372255751,463.26841119380083,203.26931435006063,171.26087623375113,464.1968775224098,55126100,25375400,20131700
2025-06-06,203.68882751464844,174.55397033691406,469.6080017089844,205.4668084267123,175.4620697761154,472.56313512848675,201.82095228760733,171.93945767537895,468.0106215882427,202.76987228695742,171.93945767537895,469.31846913564885,46607700,22258100,15285600
2025-06-09,201.2216339111328,177.47137451171875,471.97412109375,205.76647909477697,177.75610840952234,472.6529977632414,199.79326227022588,175.5031325772629,467.8508943889836,204.15830357568726,175.71293650196031,468.92913895110996,72862600,18817600,16469900
2025-06-10,202.44024658203125,179.8492431640625,470.1471252441406,204.11835001917973,182.2820814822952,472.02401413852874,200.34263633745982,176.3174115528641,466.19360257943936,200.3726011094186,177.6012524442818,470.4166711436691,54672600,32908000,15375900
2025-06-11,198.55465698242188,178.63034057617188,471.8443298339844,204.26817387189894,181.587704115862,474.68965849935887,198.18508130061548,177.84105272420047,468.88919632531986,203.26930749599725,181.06816418757248,469.24859086789724,60989900,18994400,16399200
2025-06-12,198.97418212890625,176.8119659423828,478.0840759277344,199.45363372918547,177.97093371422645,479.6315503555016,197.13627162659284,175.95273331776258,472.7428502291372,198.85432303920933,177.32150502104858,474.2403884361742,43904600,17345900,18950600
2025-06-13,196.227294921875,175.7229461669922,474.18048095703125,200.1428492549886,178.18374417661255,478.3935562569989,195.47814514596445,173.41501140826213,471.98410990605987,199.50357538920457,173.4249969901244,475.62811338522215,51447300,20873200,16814500
2025-06-16,198.195068359375,177.78109741210938,478.3536376953125,198.46476655376847,178.08581772153445,479.90108160832807,196.33717625414866,175.66299550545116,474.2204177457221,197.07634287373045,175.74791106095938,474.4300645574067,43020700,18132500,15626100
2025-06-17,195.418212890625,177.0717315673828,477.25543212890625,198.16509536417735,178.5554060908411,477.9542649832925,194.98870767431248,175.78289022905207,473.30190948641297,196.97644196425614,176.84194122313968,474.6197503672441,38856200,17656100,15414100
2025-06-18,196.35714721679688,173.8246307373047,479.4518127441406,197.3460303816964,177.66520741745524,480.2105751696819,194.84886452825484,172.68564937270733,473.68130019053103,195.71787336797544,177.12168687013792,477.21549881727225,45394700,32531800,17526500
2025-06-20,200.7721405029297,167.58021545410156,476.6164855957031,201.47134391409438,175.2084072749372,482.666537493529,196.6368343380514,166.1215277486504,476.0873566497709,198.01527480684123,174.70885376714864,481.4385756672578,96813500,55402600,37576200
2025-06-23,201.27157592773438,165.86175537109375,485.2023620605469,202.07067208145295,168.32955099660168,486.94948990747275,198.73446202428119,163.18415580302408,471.7345120072702,201.40143343464243,167.17059840849774,477.425138713905,55814300,36975600,24864000
2025-06-24,200.07293701171875,167.5902099609375,489.30560302734375,203.2093768046809,169.09885600930554,491.0427680081874,199.9730442780961,166.7609493398623,486.0010379300524,202.36033429336192,167.5352511496685,488.1475336634371,54064000,27310300,22305600
2025-06-25,201.33151245117188,171.3368682861328,491.4620666503906,203.43912119943792,173.2051935344053,493.7483167920849,200.39257558111612,168.41048297188135,488.58681895090325,201.2216365357081,168.49939276403427,491.2324636297239,39525700,23627400,17495100
2025-06-26,200.7721405029297,174.27423095703125,496.6335754394531,202.41028074115465,174.4940357220232,497.2226034494893,199.23389299836737,170.70742680723183,492.0011761864687,201.20164572639828,173.23016594590123,492.1709105807123,50799100,25909100,21578900
2025-06-27,200.85205078125,178.11080932617188,495.1260681152344,202.98962419564972,178.68029238922279,498.4805390751374,199.77327327657756,172.55577684017305,492.22084033701867,201.66113009938155,174.47406045255778,496.73341116664807,73188600,74053100,34539200
2025-06-30,204.93740844726562,177.23159790039062,496.5936584472656,207.15489297707504,181.41785885338717,499.9381665482639,199.0341046248948,175.34328619730314,494.51705506439515,201.78098710410558,180.6235705829387,496.22427056302723,91912800,43964600,28369000
2025-07-01,207.58441162109375,176.7520294189453,491.242431640625,209.95171998702364,177.06175016091657,497.2325843953567,205.90630823197938,174.50403858767385,490.1742108879921,206.4357061767528,176.64711220363492,495.655190908974,78788900,25778500,19945400
2025-07-02,212.1991729736328,179.59947204589844,490.2840270996094,213.09814660534315,179.77431882306013,492.69007550131784,207.9040445567577,175.93275111969743,487.8979653734086,208.6731759252599,176.38734664225254,489.1858263089447,67941800,19325900,16319600
2025-07-03,213.30792236328125,180.38877868652344,498.02130126953125,214.40666625629999,180.60858345440707,499.3091926553608,211.56988934364432,178.03088546799643,492.6301698307581,211.90950026104147,179.65943481772604,492.99955771280014,34955800,13287400,13984800
2025-07-07,209.7119903564453,177.4014434814453,496.90313720703125,215.9848699115094,180.1789598314395,497.9314455400232,208.56330013289198,176.48226683459202,494.41723357438383,212.43889126622693,179.9741410589373,496.56369887519327,50229000,20991400,13981600
2025-07-08,209.7719268798828,175.0035858154297,495.804931640625,211.1903153368944,178.63033385947716,497.3823555722493,208.213697736729,173.76468764691197,493.2990413573122,209.86183643928914,178.62034827773374,496.42390920841734,42848900,24108600,11846600
2025-07-09,210.90065002441406,177.50135803222656,502.68365478515625,211.09043707809712,180.11901356387378,505.94827712953634,206.98509558510867,173.72473469070374,498.919822567675,209.2924745188519,175.95273909172283,499.47890106455674,48749400,31288000,18659500
2025-07-10,212.16920471191406,178.54042053222656,500.656982421875,213.23798377907798,179.4296251657738,503.6121159415126,209.7918979255535,175.5830723051054,496.93309312638246,210.27134950514616,176.512234511381,502.22438258392543,44443600,24693700,16492100
2025-07-11,210.92062377929688,181.14808654785156,502.49395751953125,211.88952536572023,182.44692868840252,504.20114253320645,209.6220944658076,177.38245509455163,496.9829974553982,210.33129628612954,177.75112886809936,497.6519112557523,39765800,23975700,16459500
2025-07-14,208.3834991455078,182.64674377441406,502.1944274902344,210.67091168904602,184.5650273381907,503.14288052756655,207.3047216270235,180.5496192082718,500.20770324807717,209.69201166358403,181.9074143693571,500.6968893054946,38840100,20990400,12058800
2025-07-15,208.87295532226562,182.93649291992188,504.9898376464844,211.64980271899068,185.24442758915293,507.465747883617,208.6831682659836,182.22712026096616,501.9648118083004,208.9828312368767,183.77573911870363,502.19441482497484,42296300,23911600,14927200
2025-07-16,209.92176818847656,183.60589599609375,504.7901611328125,212.1592191902425,185.16950087616138,505.88836188358,208.40348697906978,182.91650973311008,501.06630238508603,210.06160887608695,184.1554078901505,504.35088083250554,47490500,21152600,15154400
2025-07-17,209.78192138671875,184.53506469726562,510.8601989746094,211.5599023237274,185.02162933119868,512.5274410723513,209.35240091776063,181.33792526233427,504.7901605415637,210.33130094399476,182.95148859796868,504.85005963085433,48068100,21654400,17503100
2025-07-18,210.9405975341797,185.77395629882812,509.212890625,211.54990664350106,187.19268639627012,513.7953843002441,209.46227954032304,184.56503013215195,506.59719545986655,210.63095139102305,186.45334173485833,513.6356127696338,48974600,21033400,21209700
2025-07-21,212.23912048339844,190.9792938232422,509.2228698730469,215.53538252867688,191.08919620124823,511.24956741731427,211.39009321998003,186.88296433744753,504.7202620876888,211.8595616297783,186.9329227356617,505.8783619126309,51377400,24665000,14066800
2025-07-22,214.15695190429688,191.93844604492188,504.44073486328125,214.7063314773177,193.18732979274287,510.3610256433726,211.9894136266437,188.32666875796485,504.44073486328125,212.89838571641525,192.2481667751554,510.13139215337156,46404100,26212900,13868600
2025-07-23,213.9072265625,191.33897399902344,505.0397644042969,214.90609293027538,193.18732802696937,505.95826791167354,212.1692088371252,190.010159874068,499.87826643817476,214.75626907170553,192.1882210378446,505.9183250285286,46989300,34068100,16396600
2025-07-24,213.51766967773438,193.0274658203125,510.0415344238281,215.44548969662856,198.79231737351353,512.826933461713,213.28793468034502,191.77858209315576,506.4673929575042,213.65751035981805,197.9330847594232,507.93498157135946,46022600,45252100,16107000
2025-07-25,213.63754272460938,193.9066925048828,512.866943359375,214.9960015887686,195.10061746773786,517.4393829887753,213.15807589620647,191.95843686256575,509.52240467312413,214.45660521718813,192.75771028339912,511.6289272082179,40268800,31101800,19125700
2025-07-28,213.80735778808594,193.2472686767578,511.65887451171875,214.60645396318566,194.6460275845246,514.1547714605564,212.81847455673218,191.68366382649796,509.2827757416266,213.78737619229818,194.23639006720387,513.2362984451797,37858000,25553500,14308000
2025-07-29,211.03050231933594,196.25457763671875,511.728759765625,214.5664825639156,196.4843832196581,516.7704593446111,210.58101550100253,192.817662416167,510.7204076628311,213.93719187335407,193.1273831421187,514.6839236482208,51411700,31891600,16469200
2025-07-30,208.81301879882812,197.26368713378906,512.3976440429688,212.14922883427738,198.30275169861974,515.1032182392812,207.48452469073794,195.3853611085289,508.6038929137552,211.65977882345743,196.12470577159496,514.3244691518986,45512500,21150500,26380400
2025-07-31,207.33470153808594,192.68777465820312,532.6243896484375,209.60211724381097,196.65423062723093,554.5383762548963,206.92516266487007,191.90847242579005,531.0270400328567,208.25365677749065,196.4244402882278,554.3187056451394,80698400,27852000,51617300
2025-08-01,202.1505889892578,189.78036499023438,523.2498168945312,213.33788973606855,191.44687467641603,534.9206337229102,201.27158167093614,188.5314812837375,520.0051507892547,210.63095505795985,189.6105186355703,534.1219588686084,104434500,21236700,28977600
2025-08-04,203.11949157714844,195.5751953125,534.7609252929688,207.64435521756303,195.9049024520249,537.3666271513684,201.4513712516652,190.74950667153828,527.2632409127965,204.27816503495924,191.00428383507187,527.4030257699867,75109300,23386000,25349000
2025-08-05,202.68995666503906,195.1455841064453,526.8838500976562,205.1072113881769,198.5225553573162,536.4181643311854,201.93082373064988,194.5011558308944,526.374677366439,203.1694082424696,195.37037403152394,536.2983661514853,44155100,19010200,19171600
2025-08-06,213.0082550048828,196.74415588378906,524.0784912109375,215.1358452662651,197.20375182865104,530.8274067099719,205.35693489516686,194.2933433951165,523.1700114791388,205.39689808550258,195.0756489615275,530.0287318260303,108483100,15383700,21355700
2025-08-07,219.7805633544922,197.10382080078125,519.9852294921875,220.59964108330854,198.19284373359994,527.2233308658066,216.33447747046458,195.04566289247066,516.7005900083886,218.63187314031333,197.53344472313984,525.9354090023164,90224800,14660600,16079100
2025-08-08,229.0900115966797,201.90953063964844,521.1832275390625,230.73813503605493,203.24833036524188,523.7989228282858,219.00145500716468,197.72326985656238,518.5575389118288,220.57966572513484,197.80320024624658,521.7423060527517,113854000,24379900,15531000
2025-08-11,227.17999267578125,201.449951171875,520.9136962890625,229.55999755859375,201.97947666721265,526.7241518809952,224.75999450683594,199.6215835153614,518.8670119786243,227.9199981689453,201.37500595004394,521.4427947726738,61806100,16690200,20194400
2025-08-12,229.64999389648438,203.97769165039062,528.3713989257812,230.8000030517578,204.9468266736469,530.1085334795151,227.07000732421875,201.2201465346662,521.8421543429575,228.00999450683594,201.91453322711988,522.8904188907295,55626200,19854000,18667000
2025-08-13,233.3300018310547,202.84869384765625,519.7256469726562,235.0,205.24654455972473,531.825750889051,230.42999267578125,198.46261470892654,518.5176108745642,231.07000732421875,204.79694945685728,531.236692379076,69878500,19573000,19619200
2025-08-14,232.77999877929688,203.63800048828125,521.6224975585938,235.1199951171875,205.2365625759638,525.0868343553949,230.85000610351562,202.14432512407217,519.2863720398742,234.05999755859375,202.37911588398708,521.7023833261101,51916300,17777100,20269100
2025-08-15,231.58999633789062,204.72702026367188,519.3162841796875,234.27999877929688,207.14485738883576,525.2365445998882,229.33999633789062,201.9045460206804,518.2281072023833,234.0,204.53718749330082,521.9120536418995,56038700,21111400,25213300
2025-08-18,230.88999938964844,204.10755920410156,516.2512817382812,233.1199951171875,205.95591322393057,521.9619254356152,230.11000061035156,203.22835542424343,513.176380682391,231.6999969482422,204.88687667774633,520.7339636806648,37476200,13000200,23760600
2025-08-19,230.55999755859375,202.30918884277344,508.933349609375,232.8699951171875,204.10756930819693,514.314487646487,229.35000610351562,200.75056906348905,507.7153506663982,231.27999877929688,203.72291858829,514.1547770514178,39402600,13476600,21481000
2025-08-20,226.00999450683594,200.01123046875,504.8900146484375,230.47000122070312,201.9894580373513,510.161347905157,225.77000427246094,197.28367265876727,503.6121166003689,229.97999572753906,201.49989012472352,509.0331975839143,42263900,13971700,27723000
2025-08-21,224.89999389648438,200.4408416748047,504.239990234375,226.52000427246094,203.17840034597594,507.6300048828125,223.77999877929688,200.22103691495778,502.7200012207031,226.27000427246094,200.54075847297617,503.69000244140625,30621200,11768900,18443300
2025-08-22,227.75999450683594,206.535400390625,507.2300109863281,229.08999633789062,209.0431534739571,510.7300109863281,225.41000366210938,201.94950291655513,502.4100036621094,226.1699981689453,203.7778705571345,504.25,42477800,25723700,24324200
2025-08-25,227.16000366210938,208.9732208251953,504.260009765625,229.3000030517578,210.90148999026277,508.19000244140625,226.22999572753906,205.7660806926536,504.1199951171875,226.47999572753906,206.8151460768586,506.6300048828125,30983100,22788800,21638600
2025-08-26,229.30999755859375,207.76429748535156,502.0400085449219,229.49000549316406,208.2738518119723,504.9800109863281,224.69000244140625,206.26563698618554,498.510009765625,226.8699951171875,208.18392059569848,504.3599853515625,54575100,23051000,30835700
2025-08-27,230.49000549316406,208.02407836914062,506.739990234375,230.89999389648438,209.3828645197921,507.2900085449219,228.25999450683594,206.20569628356685,499.8999938964844,228.61000061035156,206.2756410923181,502.0,31259500,15249000,17277900
2025-08-28,232.55999755859375,212.1803436279297,509.6400146484375,233.41000366210938,212.70986910562976,511.0899963378906,229.33999633789062,207.4146143286289,505.5,230.82000732421875,207.6543902459798,507.0899963378906,38074700,20915700,18015600
2025-08-29,232.13999938964844,213.3393096923828,506.69000244140625,233.3800048828125,215.14769086553312,509.6000061035156,231.3699951171875,210.78159829310974,504.489990234375,232.50999450683594,211.08133343259135,508.6600036621094,39418400,24682200,20961600
2025-09-02,229.72000122070312,211.8007049560547,505.1199951171875,230.85000610351562,212.17936432543956,506.0,226.97000122070312,206.77519781054198,496.80999755859375,229.25,208.80338386353435,500.4700012207031,44075600,28900100,18128000
2025-09-03,238.47000122070312,230.8936309814453,505.3500061035156,238.85000610351562,231.59300282388122,507.7900085449219,234.36000061035156,224.91896021781164,502.32000732421875,237.2100067138672,226.27774633104264,503.7900085449219,66427800,72250300,16345100
2025-09-04,239.77999877929688,232.45223999023438,507.9700012207031,239.89999389648438,232.56214237085004,508.1499938964844,236.74000549316406,226.55749949973745,503.1499938964844,238.4499969482422,229.94947205835598,504.29998779296875,47549400,32196000,15509500
2025-09-05,239.69000244140625,234.95999145507812,495.0,241.32000732421875,235.9191408833356,511.9700012207031,238.49000549316406,232.17248963182874,492.3699951171875,240.0,232.4522383723282,509.07000732421875,54870400,26127700,31994800
2025-09-08,237.8800048828125,234.16000366210938,498.20001220703125,240.14999389648438,238.39999389648438,501.20001220703125,236.33999633789062,233.72999572753906,495.0299987792969,239.3000030517578,235.7899932861328,498.1099853515625,48999500,23128800,16771000
2025-09-09,234.35000610351562,239.94000244140625,498.4100036621094,238.77999877929688,240.58999633789062,502.25,233.36000061035156,233.3800048828125,497.70001220703125,237.0,234.19000244140625,501.42999267578125,66313900,22854800,14410500
2025-09-10,226.7899932861328,239.55999755859375,500.3699951171875,232.4199981689453,242.0800018310547,503.2300109863281,225.9499969482422,238.11000061035156,496.7200012207031,232.19000244140625,239.25,502.9800109863281,83440800,19990100,21611800
2025-09-11,230.02999877929688,240.77999877929688,501.010009765625,230.4499969482422,242.57000732421875,503.1700134277344,226.64999389648438,236.5800018310547,497.8800048828125,226.8800048828125,240.13999938964844,502.25,50208600,21308600,18881600
